Unnamed: 0.1,Unnamed: 0,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Card Category,Rating
630,630,212,0,Mastercard,Debit,5.12854E+15,Dec-18,303,YES,1,"$11,037 ",Jun-13,2013,No,Mastercard Standard,0.209861933
631,631,212,1,Mastercard,Debit,5.71393E+15,Oct-23,41,YES,1,"$16,986 ",Mar-07,2010,No,Mastercard Standard,0.209861933
632,632,212,2,Visa,Credit,4.79607E+15,Mar-11,978,YES,1,"$8,800 ",Oct-07,2014,No,Visa Classic,0.374640744
633,633,212,3,Mastercard,Debit,5.89548E+15,Jan-24,598,YES,2,"$8,212 ",Aug-10,2011,No,Mastercard Standard,0.209861933
634,634,212,4,Visa,Debit,4.75047E+15,Sep-23,924,YES,2,"$24,270 ",Sep-07,2008,No,Visa Classic,0.374640744
635,635,213,0,Visa,Debit,4.0527E+15,Jan-24,388,YES,2,"$12,586 ",Jan-20,2020,No,Visa Classic,0
636,636,214,0,Amex,Credit,3.02702E+14,Sep-19,163,NO,2,"$11,800 ",Jan-18,2018,No,Amex Platinum,0
637,637,215,0,Mastercard,Debit,5.06597E+15,Oct-21,724,NO,2,"$18,050 ",Mar-03,2010,No,Mastercard Gold,0
638,638,215,1,Discover,Credit,6.27511E+15,Sep-22,286,YES,2,"$21,800 ",Jul-10,2011,No,,0
639,639,216,0,Mastercard,Debit (Prepaid),5.16882E+15,Apr-24,832,YES,1,$97 ,Feb-20,2020,No,Mastercard Platinum,1
640,640,217,0,Amex,Credit,3.18803E+14,May-09,526,YES,2,"$19,600 ",Apr-08,2011,No,Amex Gold,0
641,641,217,1,Discover,Credit,6.61133E+15,Dec-19,708,NO,2,"$21,900 ",Mar-11,2011,No,,0
642,642,217,2,Visa,Credit,4.4044E+15,Dec-08,547,YES,2,"$21,400 ",Nov-08,2011,No,Visa Gold,0
643,643,217,3,Mastercard,Debit,5.16639E+15,Feb-24,231,NO,2,"$34,572 ",Oct-09,2015,No,Mastercard Gold,0
644,644,218,0,Mastercard,Credit,5.45018E+15,Aug-20,94,YES,2,"$11,700 ",Feb-20,2020,No,Mastercard Platinum,1
645,645,219,0,Mastercard,Credit,5.16618E+15,Feb-20,459,YES,1,"$8,500 ",Jan-08,2009,No,Mastercard Platinum,0.395051981
646,646,219,1,Mastercard,Debit,5.12486E+15,Aug-21,457,YES,2,"$19,928 ",Sep-09,2011,No,Mastercard Standard,0
647,647,219,2,Mastercard,Debit,5.10319E+15,Jan-23,278,YES,1,"$9,902 ",Nov-10,2012,No,Mastercard Standard,0
648,648,220,0,Visa,Credit,4.70016E+15,Apr-21,598,YES,1,"$11,000 ",Feb-02,2015,No,Visa Classic,0.146663161
649,649,220,1,Mastercard,Credit,5.74272E+15,Aug-23,363,YES,1,"$6,300 ",Sep-10,2010,No,Mastercard Gold,0
650,650,220,2,Visa,Debit,4.45458E+15,Dec-22,519,YES,1,"$22,474 ",Aug-12,2012,No,Visa Gold,0
651,651,220,3,Mastercard,Debit,5.67674E+15,Aug-24,195,YES,1,"$24,926 ",Aug-01,2011,No,Mastercard Standard,0.493668113
652,652,221,0,Mastercard,Debit (Prepaid),5.83257E+15,Feb-20,589,YES,2,$77 ,Feb-20,2020,No,Mastercard Gold,0
653,653,222,0,Visa,Credit,4.97342E+15,Feb-20,351,YES,1,"$9,100 ",Jan-20,2020,No,Visa Gold,0
654,654,222,1,Mastercard,Debit,5.51429E+15,Jul-18,616,YES,1,"$10,838 ",Dec-09,2010,No,Mastercard Standard,0.448600558
655,655,222,2,Mastercard,Debit,5.39348E+15,Jul-20,98,YES,1,"$1,940 ",Jan-20,2020,No,Mastercard Standard,0.448600558
656,656,222,3,Mastercard,Debit,5.53816E+15,Jun-16,877,YES,2,$100 ,Jul-08,2008,No,Mastercard Gold,0
657,657,223,0,Mastercard,Debit,5.49305E+15,Jan-21,938,YES,1,"$23,231 ",Oct-07,2011,No,Mastercard Standard,0.038845347
658,658,223,1,Visa,Debit,4.48387E+15,Mar-09,224,YES,2,"$17,323 ",Mar-05,2011,No,Visa Gold,0
659,659,223,2,Visa,Credit,4.53928E+15,Jul-21,719,YES,2,"$11,800 ",Feb-05,2018,No,Visa Platinum,0.14094822
660,660,223,3,Mastercard,Credit,5.26155E+15,Jun-22,897,YES,2,"$6,100 ",Jul-17,2017,No,Mastercard Gold,0
661,661,223,4,Mastercard,Debit,5.60755E+15,Jun-22,320,YES,1,"$18,241 ",Apr-16,2016,No,Mastercard Platinum,0.387939526
662,662,223,5,Visa,Debit (Prepaid),4.61508E+15,Nov-07,149,NO,2,$100 ,May-04,2010,No,Visa Platinum,0.14094822
663,663,224,0,Mastercard,Credit,5.23765E+15,Dec-07,555,YES,2,"$12,700 ",Nov-07,2010,No,Mastercard Gold,0
664,664,225,0,Visa,Credit,4.0124E+15,Mar-22,931,YES,3,"$4,600 ",Apr-08,2010,No,Visa Classic,0
665,665,226,0,Mastercard,Debit,5.14473E+15,May-23,686,YES,1,"$21,106 ",Jan-20,2020,No,Mastercard Gold,0
666,666,226,1,Mastercard,Debit,5.40713E+15,Feb-20,444,YES,1,"$16,417 ",Feb-20,2020,No,Mastercard Standard,0
667,667,226,2,Mastercard,Credit,5.01173E+15,Oct-20,29,YES,1,"$6,500 ",Feb-15,2015,No,Mastercard Standard,0
668,668,227,0,Mastercard,Credit,5.95222E+15,Aug-20,821,YES,2,"$5,600 ",Jan-20,2020,No,Mastercard Standard,0
669,669,228,0,Mastercard,Credit,5.99153E+15,Jul-15,711,YES,1,"$5,700 ",Mar-12,2012,No,Mastercard Standard,0.200483259
670,670,228,1,Visa,Credit,4.44237E+15,Nov-22,200,YES,1,"$11,800 ",Dec-11,2011,No,Visa Classic,0.525578184
671,671,228,2,Visa,Credit,4.63559E+15,May-22,313,YES,2,"$20,700 ",Feb-07,2007,No,Visa Classic,0.525578184
672,672,228,3,Mastercard,Debit,5.89151E+15,Feb-21,906,YES,2,"$17,587 ",Feb-16,2016,No,Mastercard Gold,0
673,673,229,0,Visa,Debit,4.8208E+15,Jan-21,40,YES,2,"$24,651 ",Oct-09,2015,No,Visa Classic,0
674,674,229,1,Visa,Debit,4.8555E+15,Feb-20,610,YES,2,"$27,727 ",Dec-03,2009,No,Visa Classic,0
675,675,230,0,Mastercard,Debit,5.86636E+15,Dec-23,102,YES,1,"$21,727 ",Nov-08,2008,No,Mastercard Gold,0
676,676,230,1,Visa,Credit,4.68245E+15,Aug-23,554,YES,1,"$13,900 ",Dec-10,2010,No,Visa Platinum,0.303926169
677,677,230,2,Mastercard,Credit,5.20605E+15,May-22,923,YES,2,"$10,300 ",Jul-19,2019,No,Mastercard Standard,0
678,678,231,0,Visa,Debit (Prepaid),4.2086E+15,Nov-24,957,YES,1,$16 ,Jan-20,2020,No,Visa Classic,0
679,679,232,0,Visa,Debit,4.44793E+15,Apr-24,90,YES,1,"$9,146 ",Jan-20,2020,No,Visa Classic,0
680,680,232,1,Mastercard,Credit,5.14035E+15,Feb-20,633,YES,2,"$5,000 ",Feb-20,2020,No,Mastercard Platinum,0.861271676
681,681,233,0,Mastercard,Debit,5.3332E+15,Jul-16,47,YES,1,"$17,895 ",Apr-16,2016,No,Mastercard Standard,0
682,682,233,1,Visa,Debit (Prepaid),4.79034E+15,Jan-22,921,YES,1,$59 ,Aug-11,2011,No,Visa Classic,0.696695393
683,683,233,2,Visa,Credit,4.20538E+15,Jul-22,905,YES,1,"$11,800 ",Feb-04,2013,No,Visa Platinum,0.294500589
684,684,234,0,Mastercard,Debit (Prepaid),5.00067E+15,Oct-16,358,YES,2,$74 ,Mar-12,2012,No,Mastercard Standard,0
685,685,234,1,Mastercard,Debit,5.26171E+15,May-20,104,YES,1,"$13,168 ",Aug-01,2007,No,Mastercard Standard,0
686,686,234,2,Mastercard,Debit,5.19772E+15,Jul-06,928,YES,1,"$12,431 ",Apr-05,2007,No,Mastercard Standard,0
687,687,235,0,Mastercard,Debit,5.36739E+15,Feb-20,488,YES,2,"$21,478 ",Feb-20,2020,No,Mastercard Standard,0
688,688,235,1,Mastercard,Debit,5.13204E+15,Jun-22,792,YES,2,"$4,583 ",Sep-06,2015,No,Mastercard Standard,0
689,689,235,2,Visa,Debit (Prepaid),4.38925E+15,Feb-20,950,YES,1,$11 ,Feb-20,2020,No,Visa Classic,3.16E-05
690,690,236,0,Visa,Credit,4.0507E+15,Jul-20,644,YES,1,"$5,800 ",Oct-07,2013,No,Visa Classic,0.499282542
691,691,236,1,Mastercard,Debit,5.56953E+15,Jan-13,29,YES,2,"$2,704 ",May-06,2013,No,Mastercard Standard,0
692,692,236,2,Mastercard,Debit,5.92637E+15,Apr-21,982,NO,1,"$7,581 ",Jul-05,2014,No,Mastercard Platinum,0.342193372
693,693,237,0,Visa,Credit,4.33357E+15,Feb-20,211,NO,1,"$10,200 ",Feb-20,2020,No,Visa Classic,0.207207207
694,694,237,1,Mastercard,Debit,5.97946E+15,Oct-22,565,YES,1,"$9,984 ",Jan-20,2020,No,Mastercard Gold,0
695,695,237,2,Visa,Debit,4.97005E+15,Apr-22,864,YES,2,"$2,174 ",Feb-20,2020,No,Visa Classic,0.207207207
696,696,237,3,Visa,Credit,4.10101E+15,Mar-23,701,YES,2,$200 ,Jan-20,2020,No,Visa Classic,0.207207207
697,697,238,0,Mastercard,Credit,5.61318E+15,Apr-21,874,YES,2,"$7,900 ",Feb-20,2020,No,Mastercard Standard,0.001345682
698,698,238,1,Visa,Debit,4.90946E+15,Mar-20,892,NO,1,"$20,827 ",Apr-11,2011,No,Visa Classic,0.489907385
699,699,238,2,Mastercard,Debit (Prepaid),5.4588E+15,Feb-20,895,NO,1,$74 ,Feb-20,2020,No,Mastercard Gold,0
700,700,238,3,Visa,Debit,4.49251E+15,Feb-20,858,YES,1,"$52,585 ",Feb-20,2020,No,Visa Gold,0
701,701,238,4,Visa,Credit,4.70429E+15,Jun-23,871,NO,1,"$16,700 ",Dec-08,2009,No,Visa Platinum,0.507559566
702,702,239,0,Visa,Debit,4.19416E+15,Dec-23,523,YES,2,"$32,030 ",Aug-04,2009,No,Visa Platinum,0.063762005
703,703,239,1,Mastercard,Debit (Prepaid),5.0407E+15,Nov-20,796,YES,2,$64 ,Sep-19,2019,No,Mastercard Standard,0.390302178
704,704,239,2,Mastercard,Debit (Prepaid),5.31499E+15,Jun-14,406,YES,1,$78 ,Jan-06,2011,No,Mastercard Gold,0
705,705,239,3,Visa,Credit,4.86586E+15,Nov-22,615,YES,1,"$18,500 ",Apr-08,2012,No,Visa Classic,0.145139377
706,706,239,4,Mastercard,Debit,5.00819E+15,Sep-19,644,YES,2,"$26,357 ",Oct-06,2013,No,Mastercard Platinum,0.400796439
707,707,239,5,Mastercard,Debit,5.56833E+15,Dec-20,811,YES,1,"$28,864 ",Oct-10,2013,No,Mastercard Platinum,0.400796439
708,708,239,6,Mastercard,Debit,5.94899E+15,Jul-20,368,NO,2,"$19,651 ",Feb-00,2013,No,Mastercard Standard,0.390302178
709,709,239,7,Mastercard,Debit,5.40251E+15,Oct-21,514,NO,2,"$52,179 ",Jul-03,2010,No,Mastercard Standard,0.390302178
710,710,240,0,Mastercard,Debit,5.12574E+15,Aug-22,13,YES,2,"$47,709 ",Aug-14,2014,No,Mastercard Platinum,0.204531282
711,711,240,1,Visa,Debit,4.13434E+15,Mar-16,354,YES,2,"$54,128 ",Sep-08,2011,No,Visa Gold,0
712,712,240,2,Visa,Debit,4.55987E+15,Aug-24,810,YES,2,"$39,389 ",Aug-18,2018,No,Visa Classic,0.042901684
713,713,240,3,Visa,Credit,4.90067E+15,Feb-20,304,YES,1,"$29,800 ",Jul-08,2011,No,Visa Platinum,0.331033049
714,714,241,0,Discover,Credit,6.83718E+15,Jan-20,482,YES,1,"$19,100 ",Jan-20,2020,No,,0
715,715,241,1,Visa,Debit,4.63373E+15,Jul-09,565,NO,2,"$2,819 ",May-09,2009,No,Visa Classic,0.004459459
716,716,241,2,Visa,Credit,4.34197E+15,Jan-20,255,YES,1,"$12,100 ",Jan-20,2020,No,Visa Classic,0.004459459
717,717,241,3,Mastercard,Credit,5.8909E+15,Aug-21,152,YES,1,"$18,000 ",Apr-10,2010,No,Mastercard Standard,0.969459459
718,718,242,0,Mastercard,Credit,5.93132E+15,Nov-19,164,YES,2,"$8,700 ",Feb-07,2007,No,Mastercard Platinum,0.38834262
719,719,242,1,Visa,Debit (Prepaid),4.70414E+15,Feb-20,251,YES,2,$30 ,May-07,2008,No,Visa Gold,0
720,720,242,2,Mastercard,Debit,5.18339E+15,Aug-13,886,YES,2,"$22,248 ",Mar-02,2015,No,Mastercard Platinum,0.38834262
721,721,243,0,Mastercard,Debit (Prepaid),5.05005E+15,Sep-07,783,YES,1,$69 ,Mar-02,2012,No,Mastercard Standard,0
722,722,243,1,Discover,Credit,6.63078E+15,Aug-24,24,YES,1,"$9,600 ",Jul-05,2012,No,,0
723,723,243,2,Mastercard,Debit,5.95647E+15,Feb-22,270,YES,2,"$4,319 ",Aug-05,2011,No,Mastercard Gold,0
724,724,244,0,Visa,Debit,4.5638E+15,Jan-20,922,YES,1,"$24,079 ",Jan-20,2020,No,Visa Platinum,0
725,725,245,0,Mastercard,Debit,5.10848E+15,Feb-20,101,YES,2,"$10,058 ",Jan-20,2020,No,Mastercard Gold,0
726,726,246,0,Visa,Debit,4.05417E+15,Jul-23,695,YES,2,$974 ,Apr-18,2018,No,Visa Classic,0
727,727,246,1,Mastercard,Debit,5.51311E+15,Jul-20,255,YES,2,"$1,212 ",May-11,2011,No,Mastercard Standard,0
728,728,247,0,Visa,Credit,4.79484E+15,Feb-21,764,YES,1,"$2,700 ",Apr-18,2018,No,Visa Platinum,0.920978271
729,729,247,1,Mastercard,Debit,5.34521E+15,Aug-22,387,YES,1,"$16,113 ",May-10,2010,No,Mastercard Gold,0
730,730,248,0,Amex,Credit,3.83088E+14,Dec-19,884,YES,2,"$13,700 ",Aug-19,2019,No,Amex Platinum,0
731,731,249,0,Visa,Debit,4.7548E+15,Mar-24,932,NO,2,"$19,097 ",Feb-05,2010,No,Visa Gold,0
732,732,250,0,Mastercard,Debit,5.35865E+15,Feb-20,384,YES,1,"$12,874 ",Feb-20,2020,No,Mastercard Gold,0
733,733,251,0,Visa,Credit,4.21991E+15,Sep-15,998,YES,2,"$8,900 ",Jun-05,2011,No,Visa Classic,0
734,734,252,0,Mastercard,Debit (Prepaid),5.64806E+15,Dec-24,793,YES,2,$46 ,Sep-96,2007,No,Mastercard Gold,0
735,735,252,1,Visa,Debit,4.9925E+15,Oct-15,867,YES,2,"$13,116 ",Jul-03,2012,No,Visa Classic,0.390619929
736,736,252,2,Visa,Debit,4.54839E+15,Oct-21,555,YES,2,"$21,022 ",Feb-10,2011,No,Visa Classic,0.390619929
737,737,253,0,Visa,Credit,4.49557E+15,Jan-21,844,NO,1,"$13,200 ",Jan-20,2020,No,Visa Platinum,0.315789474
738,738,253,1,Mastercard,Debit,5.94962E+15,Feb-20,513,YES,1,"$12,569 ",Feb-20,2020,No,Mastercard Standard,0
739,739,254,0,Visa,Credit,4.45912E+15,Aug-10,455,YES,2,"$10,100 ",May-06,2010,No,Visa Classic,0.057552847
740,740,254,1,Mastercard,Debit,5.28703E+15,Sep-12,649,YES,2,"$15,714 ",Feb-06,2006,No,Mastercard Standard,0.601141799
741,741,254,2,Visa,Credit,4.33329E+15,Aug-17,973,YES,1,"$15,000 ",Mar-16,2016,No,Visa Classic,0.057552847
742,742,254,3,Mastercard,Debit,5.28392E+15,Mar-22,447,NO,2,"$14,664 ",Feb-08,2010,No,Mastercard Gold,0
743,743,254,4,Mastercard,Debit,5.94631E+15,Oct-15,291,YES,1,"$12,605 ",May-15,2015,No,Mastercard Standard,0.601141799
744,744,255,0,Mastercard,Credit,5.544E+15,Oct-23,107,YES,2,$500 ,Nov-06,2011,No,Mastercard Standard,0.000106803
745,745,255,1,Mastercard,Debit,5.48906E+15,Jun-21,833,YES,1,"$15,492 ",Apr-17,2017,No,Mastercard Platinum,0.167254085
746,746,255,2,Mastercard,Credit,5.22809E+15,Nov-20,545,YES,2,"$12,800 ",Apr-07,2010,No,Mastercard Platinum,0.167254085
747,747,255,3,Mastercard,Credit,5.30816E+15,Feb-23,627,YES,2,"$3,300 ",Feb-20,2020,No,Mastercard Standard,0.000106803
748,748,255,4,Discover,Credit,6.42664E+15,Aug-20,662,YES,1,"$15,500 ",Dec-01,2008,No,,0
749,749,255,5,Amex,Credit,3.63303E+14,Jun-22,838,YES,2,"$4,100 ",Apr-06,2010,No,Amex Blue,0
750,750,256,0,Mastercard,Debit,5.94661E+15,Feb-20,861,YES,2,"$18,764 ",Apr-10,2014,No,Mastercard Gold,0
751,751,256,1,Visa,Debit,4.16805E+15,Jul-22,790,YES,2,"$33,302 ",Jan-20,2020,No,Visa Gold,0
752,752,256,2,Amex,Credit,3.12434E+14,Jul-24,697,YES,1,"$12,600 ",Jul-07,2011,No,Amex Blue,0
753,753,256,3,Visa,Debit,4.10252E+15,Jul-23,669,YES,1,"$28,320 ",Feb-09,2009,No,Visa Gold,0
754,754,257,0,Mastercard,Debit,5.5943E+15,Oct-23,782,YES,2,"$2,883 ",Mar-08,2015,No,Mastercard Platinum,0.162009616
755,755,257,1,Mastercard,Debit,5.10002E+15,May-23,189,YES,2,"$28,886 ",Apr-03,2011,No,Mastercard Gold,0
756,756,257,2,Discover,Credit,6.6901E+15,Nov-22,162,YES,1,"$14,400 ",Jan-09,2009,No,,0
757,757,257,3,Mastercard,Debit (Prepaid),5.51143E+15,Dec-23,463,NO,2,$86 ,Jun-08,2010,No,Mastercard Platinum,0.162009616
758,758,257,4,Mastercard,Credit,5.11739E+15,Feb-24,711,NO,1,"$11,800 ",Dec-08,2008,No,Mastercard Platinum,0.162009616
759,759,257,5,Mastercard,Credit,5.27988E+15,Feb-21,249,YES,2,"$18,900 ",Aug-03,2007,No,Mastercard Platinum,0.162009616
760,760,257,6,Mastercard,Debit,5.44732E+15,Jun-20,843,YES,1,"$37,318 ",Apr-18,2018,No,Mastercard Platinum,0.162009616
761,761,258,0,Discover,Credit,6.10703E+15,Jan-20,870,YES,1,"$2,400 ",Oct-12,2012,No,,0
762,762,259,0,Visa,Credit,4.8468E+15,May-19,143,NO,2,"$3,500 ",Sep-13,2013,No,Visa Classic,0.364917296
763,763,259,1,Mastercard,Credit,5.50649E+15,Dec-22,413,YES,1,"$10,400 ",Mar-06,2015,No,Mastercard Standard,0.242393302
764,764,259,2,Visa,Debit,4.06696E+15,Aug-20,283,YES,1,"$10,629 ",May-07,2008,No,Visa Classic,0.364917296
765,765,259,3,Visa,Debit (Prepaid),4.1912E+15,Nov-23,495,YES,2,$64 ,Aug-08,2012,No,Visa Classic,0.364917296
766,766,260,0,Visa,Debit,4.78949E+15,Jul-24,994,YES,1,"$13,361 ",Aug-05,2010,No,Visa Classic,0.204827519
767,767,260,1,Mastercard,Debit,5.9317E+15,May-21,894,YES,1,"$24,739 ",Dec-13,2013,No,Mastercard Gold,0
768,768,260,2,Visa,Debit,4.35594E+15,Aug-22,502,YES,2,"$12,978 ",Dec-09,2009,No,Visa Platinum,0.096061761
769,769,260,3,Visa,Credit,4.5098E+15,Nov-21,529,YES,1,"$9,500 ",Jul-11,2016,No,Visa Classic,0.204827519
770,770,261,0,Mastercard,Debit,5.50732E+15,Feb-21,373,YES,1,"$15,331 ",Jan-15,2015,No,Mastercard Platinum,0.151128472
771,771,261,1,Visa,Debit,4.36858E+15,Oct-10,578,YES,1,"$16,725 ",Apr-01,2008,No,Visa Platinum,0.408420139
772,772,261,2,Visa,Debit,4.6343E+15,Apr-14,37,YES,1,"$22,861 ",Jul-13,2013,No,Visa Classic,0.025868056
773,773,261,3,Mastercard,Debit,5.22053E+15,May-24,201,YES,1,"$24,186 ",Sep-08,2008,No,Mastercard Standard,0.414583333
774,774,262,0,Mastercard,Debit (Prepaid),5.23757E+15,Mar-24,599,YES,2,$21 ,Jan-08,2013,No,Mastercard Standard,0.130050375
775,775,262,1,Visa,Debit,4.27512E+15,Sep-23,740,YES,2,"$32,075 ",Jul-04,2010,No,Visa Gold,0
776,776,262,2,Mastercard,Debit,5.27573E+15,May-20,479,YES,2,"$3,934 ",Sep-08,2015,No,Mastercard Standard,0.130050375
777,777,262,3,Mastercard,Debit,5.82971E+15,Jun-22,538,YES,1,"$5,204 ",Oct-11,2013,No,Mastercard Standard,0.130050375
778,778,262,4,Visa,Debit,4.27671E+15,Apr-23,793,YES,2,"$11,239 ",Apr-08,2010,No,Visa Classic,0.399726828
779,779,263,0,Mastercard,Credit,5.44514E+15,Feb-20,611,YES,1,"$11,200 ",Feb-20,2020,No,Mastercard Gold,0
780,780,263,1,Visa,Debit,4.21503E+15,Jun-22,544,YES,2,"$10,430 ",Feb-20,2020,No,Visa Gold,0
781,781,263,2,Visa,Credit,4.19482E+15,Dec-21,521,YES,1,"$9,400 ",Feb-20,2020,No,Visa Classic,0.178743961
782,782,264,0,Mastercard,Debit,5.98837E+15,Jan-22,648,NO,2,"$18,296 ",Jan-20,2020,No,Mastercard Standard,0
783,783,264,1,Discover,Credit,6.34754E+15,Mar-24,277,YES,2,"$4,300 ",Feb-20,2020,No,,0
784,784,265,0,Visa,Credit,4.21517E+15,Feb-22,152,YES,2,"$7,500 ",Nov-19,2019,No,Visa Platinum,0.171686747
785,785,265,1,Visa,Debit,4.43506E+15,Sep-21,229,YES,1,"$22,811 ",Jan-20,2020,No,Visa Classic,0.153614458
786,786,265,2,Visa,Debit,4.15014E+15,May-22,502,YES,1,"$9,865 ",Jan-20,2020,No,Visa Classic,0.153614458
787,787,266,0,Visa,Debit,4.1944E+15,Aug-24,282,YES,2,"$27,584 ",Jan-03,2008,No,Visa Classic,0.024133058
788,788,266,1,Visa,Debit (Prepaid),4.36813E+15,Feb-24,624,YES,1,$50 ,Aug-09,2009,No,Visa Platinum,0.083596043
789,789,266,2,Mastercard,Debit,5.78129E+15,Oct-11,834,YES,2,"$23,152 ",Jul-10,2010,No,Mastercard Platinum,0.57364931
790,790,266,3,Mastercard,Debit,5.83578E+15,Jan-22,844,YES,2,"$11,108 ",Jul-07,2015,No,Mastercard Standard,0.318621589
791,791,267,0,Mastercard,Debit,5.35045E+15,May-23,611,YES,1,"$37,192 ",Feb-20,2020,No,Mastercard Standard,0
792,792,267,1,Mastercard,Debit (Prepaid),5.53378E+15,Oct-17,834,YES,2,$59 ,Sep-12,2012,No,Mastercard Standard,0
793,793,268,0,Mastercard,Debit,5.42837E+15,Jun-09,574,YES,2,"$24,413 ",Oct-05,2015,No,Mastercard Gold,0
794,794,268,1,Mastercard,Debit,5.50629E+15,Oct-20,366,YES,1,"$27,491 ",Jul-04,2014,No,Mastercard Gold,0
795,795,268,2,Visa,Credit,4.48215E+15,Mar-23,969,YES,2,"$12,100 ",May-04,2010,No,Visa Platinum,0.460919419
796,796,268,3,Visa,Debit,4.87986E+15,Mar-24,878,YES,2,"$19,256 ",Jun-17,2017,No,Visa Platinum,0.460919419
797,797,269,0,Mastercard,Debit,5.05412E+15,Jul-24,774,YES,1,"$12,053 ",Jan-20,2020,No,Mastercard Standard,0.365897257
798,798,269,1,Visa,Credit,4.49889E+15,Feb-20,734,YES,2,"$8,700 ",Jan-13,2013,No,Visa Classic,0.371726121
799,799,269,2,Mastercard,Debit,5.37653E+15,Sep-23,565,YES,1,"$19,267 ",Jul-12,2012,No,Mastercard Standard,0.365897257
800,800,269,3,Visa,Debit,4.00725E+15,May-13,524,YES,1,"$14,074 ",May-08,2009,No,Visa Platinum,0.257635813
801,801,270,0,Visa,Credit,4.15943E+15,Feb-20,640,YES,2,$0 ,Feb-20,2020,No,Visa Classic,0.813953488
802,802,270,1,Visa,Credit,4.92057E+15,Nov-21,378,NO,1,"$12,300 ",Feb-20,2020,No,Visa Classic,0.813953488
803,803,270,2,Mastercard,Debit,5.94912E+15,Feb-20,399,NO,2,"$2,055 ",Jan-20,2020,No,Mastercard Standard,0
804,804,271,0,Mastercard,Debit,5.80349E+15,Dec-21,503,YES,1,"$33,070 ",Aug-12,2012,No,Mastercard Gold,0
805,805,271,1,Mastercard,Debit,5.86567E+15,Aug-24,626,YES,2,"$16,094 ",Dec-14,2014,No,Mastercard Gold,0
806,806,271,2,Mastercard,Debit,5.21895E+15,Feb-20,497,YES,2,"$19,651 ",Nov-09,2009,No,Mastercard Gold,0
807,807,271,3,Mastercard,Debit,5.33133E+15,Jun-23,453,YES,1,"$23,875 ",Feb-20,2020,No,Mastercard Platinum,0.30404479
808,808,271,4,Mastercard,Credit,5.97346E+15,Sep-23,685,YES,1,"$10,600 ",Mar-08,2016,No,Mastercard Platinum,0.30404479
809,809,271,5,Mastercard,Debit,5.13248E+15,Oct-10,625,YES,2,"$26,774 ",Aug-05,2015,No,Mastercard Platinum,0.30404479
810,810,271,6,Mastercard,Debit,5.30536E+15,Dec-22,307,NO,2,"$7,842 ",Oct-07,2014,No,Mastercard Gold,0
811,811,272,0,Visa,Debit (Prepaid),4.50277E+15,Apr-24,928,YES,1,$55 ,Jul-19,2019,No,Visa Platinum,0.400449498
812,812,272,1,Mastercard,Credit,5.57385E+15,Sep-14,32,YES,1,"$12,600 ",May-07,2012,No,Mastercard Standard,0.447117927
813,813,272,2,Mastercard,Debit,5.28766E+15,Jun-12,973,YES,2,"$16,647 ",Apr-10,2012,No,Mastercard Standard,0.447117927
814,814,272,3,Amex,Credit,3.15285E+14,Dec-22,695,YES,1,"$8,600 ",Nov-13,2013,No,Amex Platinum,0
815,815,272,4,Mastercard,Credit,5.68215E+15,Nov-12,9,YES,3,"$15,900 ",Jan-11,2011,No,Mastercard Gold,0
816,816,272,5,Amex,Credit,3.00717E+14,Sep-09,194,YES,1,"$5,800 ",Mar-08,2008,No,Amex Platinum,0
817,817,273,0,Mastercard,Debit,5.57346E+15,Sep-24,515,YES,2,"$31,845 ",Jan-20,2020,No,Mastercard Standard,0
818,818,273,1,Mastercard,Credit,5.19061E+15,Oct-18,920,YES,2,"$25,300 ",Jan-12,2012,No,Mastercard Standard,0
819,819,273,2,Mastercard,Debit,5.69042E+15,Jul-22,216,YES,1,"$35,299 ",Mar-12,2012,No,Mastercard Gold,0
820,820,274,0,Mastercard,Debit,5.79956E+15,Jan-20,461,YES,2,"$7,488 ",Jan-20,2020,No,Mastercard Standard,0
821,821,274,1,Mastercard,Credit,5.65695E+15,Jul-21,589,YES,2,"$10,200 ",Jan-20,2020,No,Mastercard Standard,0
822,822,274,2,Visa,Credit,4.79472E+15,Sep-22,468,NO,2,"$15,300 ",Feb-20,2020,No,Visa Classic,0.195555556
823,823,275,0,Visa,Debit,4.62894E+15,May-22,450,YES,1,"$23,798 ",Jul-00,2007,No,Visa Platinum,0.213877182
824,824,275,1,Mastercard,Debit,5.22625E+15,Jun-23,896,YES,1,"$20,859 ",Feb-09,2009,No,Mastercard Standard,0.315171583
825,825,275,2,Discover,Credit,6.8467E+15,Jul-07,994,YES,1,"$9,200 ",May-07,2014,No,,0
826,826,275,3,Mastercard,Debit,5.64511E+15,Feb-24,508,YES,1,"$35,681 ",Sep-02,2014,No,Mastercard Platinum,0.416415814
827,827,275,4,Amex,Credit,3.971E+14,Aug-23,647,YES,1,"$9,000 ",Sep-17,2017,No,Amex Platinum,0
828,828,275,5,Visa,Debit,4.2987E+15,Jan-21,595,YES,1,"$15,206 ",May-15,2015,No,Visa Classic,0.05453542
829,829,276,0,Mastercard,Credit,5.40881E+15,Oct-20,504,YES,2,"$19,800 ",Sep-17,2017,No,Mastercard Platinum,1
